date_time,location,hour,dayofweek,is_weekend,temp_C,humidity_pct,rain_mm,rain_flag,outage_prob_model,power_status,duration_off_hours
2025-06-13 11:00:00,Nsukka,11,4,0,28.28,49.4,0.42,1,0.747,0,1
2025-06-13 12:00:00,Enugu,12,4,0,27.12,55.3,0.0,0,0.404,0,1
2025-06-13 13:00:00,Lagos,13,4,0,26.41,62.8,0.0,0,0.374,1,0
2025-06-13 14:00:00,Nsukka,14,4,0,21.36,66.6,0.0,0,0.606,1,0
2025-06-13 15:00:00,Enugu,15,4,0,24.53,73.1,1.12,1,0.541,1,0
2025-06-13 16:00:00,Lagos,16,4,0,23.18,70.5,4.55,1,0.549,1,0
2025-06-13 17:00:00,Nsukka,17,4,0,19.53,80.0,0.0,0,0.685,0,2
2025-06-13 18:00:00,Enugu,18,4,0,21.08,69.1,0.0,0,0.488,1,0
2025-06-13 19:00:00,Lagos,19,4,0,20.94,73.8,0.59,1,0.654,0,1
2025-06-13 20:00:00,Nsukka,20,4,0,20.43,70.7,0.0,0,0.655,0,3
2025-06-13 21:00:00,Enugu,21,4,0,23.11,63.9,0.0,0,0.464,0,1
2025-06-13 22:00:00,Lagos,22,4,0,25.11,55.3,0.0,0,0.554,0,2
2025-06-13 23:00:00,Nsukka,23,4,0,22.54,65.4,0.12,1,0.9,0,7
2025-06-14 00:00:00,Enugu,0,5,1,24.78,58.4,0.0,0,0.443,0,1
2025-06-14 01:00:00,Lagos,1,5,1,29.51,58.3,0.0,0,0.43,0,1
2025-06-14 02:00:00,Nsukka,2,5,1,29.57,52.5,0.0,0,0.698,0,1
2025-06-14 03:00:00,Enugu,3,5,1,31.57,49.4,0.0,0,0.427,0,3
2025-06-14 04:00:00,Lagos,4,5,1,33.78,45.7,0.0,0,0.488,1,0
2025-06-14 05:00:00,Nsukka,5,5,1,32.57,41.1,0.0,0,0.693,0,5
2025-06-14 06:00:00,Enugu,6,5,1,33.07,39.4,0.0,0,0.479,1,0
2025-06-14 07:00:00,Lagos,7,5,1,34.06,44.2,0.0,0,0.405,1,0
2025-06-14 08:00:00,Nsukka,8,5,1,31.21,51.4,0.0,0,0.584,1,0
2025-06-14 09:00:00,Enugu,9,5,1,31.28,43.8,0.85,1,0.598,0,1
2025-06-14 10:00:00,Lagos,10,5,1,31.81,54.9,0.0,0,0.442,0,1
2025-06-14 11:00:00,Nsukka,11,5,1,25.88,59.4,0.0,0,0.721,0,2
2025-06-14 12:00:00,Enugu,12,5,1,27.19,59.0,0.0,0,0.431,1,0
2025-06-14 13:00:00,Lagos,13,5,1,27.49,61.1,0.0,0,0.39,0,2
2025-06-14 14:00:00,Nsukka,14,5,1,23.88,76.5,0.0,0,0.569,1,0
2025-06-14 15:00:00,Enugu,15,5,1,24.46,68.3,0.39,1,0.643,0,1
2025-06-14 16:00:00,Lagos,16,5,1,20.93,75.7,2.76,1,0.573,1,0
2025-06-14 17:00:00,Nsukka,17,5,1,19.88,71.6,0.0,0,0.673,1,0
2025-06-14 18:00:00,Enugu,18,5,1,19.71,72.2,0.48,1,0.743,0,7
2025-06-14 19:00:00,Lagos,19,5,1,22.24,75.2,0.0,0,0.592,0,3
2025-06-14 20:00:00,Nsukka,20,5,1,21.47,58.4,0.0,0,0.618,0,1
2025-06-14 21:00:00,Enugu,21,5,1,22.38,63.3,1.97,1,0.654,0,2
2025-06-14 22:00:00,Lagos,22,5,1,23.57,64.6,0.0,0,0.613,1,0
2025-06-14 23:00:00,Nsukka,23,5,1,22.38,61.9,0.0,0,0.835,0,1
2025-06-15 00:00:00,Enugu,0,6,1,26.96,54.2,0.0,0,0.41,0,1
2025-06-15 01:00:00,Lagos,1,6,1,28.08,45.2,0.12,1,0.592,1,0
2025-06-15 02:00:00,Nsukka,2,6,1,27.95,62.5,0.0,0,0.662,1,0
2025-06-15 03:00:00,Enugu,3,6,1,30.46,50.5,0.0,0,0.495,0,5
2025-06-15 04:00:00,Lagos,4,6,1,32.49,47.8,0.0,0,0.436,1,0
2025-06-15 05:00:00,Nsukka,5,6,1,30.91,47.9,0.0,0,0.646,0,1
2025-06-15 06:00:00,Enugu,6,6,1,32.72,43.5,1.8,1,0.563,0,1
2025-06-15 07:00:00,Lagos,7,6,1,34.06,53.4,0.0,0,0.459,0,1
2025-06-15 08:00:00,Nsukka,8,6,1,30.89,43.1,1.46,1,0.792,0,1
2025-06-15 09:00:00,Enugu,9,6,1,31.71,52.1,2.61,1,0.634,1,0
2025-06-15 10:00:00,Lagos,10,6,1,31.36,52.0,0.0,0,0.561,1,0
2025-06-15 11:00:00,Nsukka,11,6,1,26.75,58.3,0.79,1,0.886,1,0
2025-06-15 12:00:00,Enugu,12,6,1,25.67,65.9,0.0,0,0.387,0,1
2025-06-15 13:00:00,Lagos,13,6,1,26.43,71.8,0.0,0,0.449,1,0
2025-06-15 14:00:00,Nsukka,14,6,1,23.7,69.9,0.0,0,0.611,1,0
2025-06-15 15:00:00,Enugu,15,6,1,22.67,63.9,0.0,0,0.478,0,1
2025-06-15 16:00:00,Lagos,16,6,1,22.23,79.5,1.4,1,0.61,0,1
2025-06-15 17:00:00,Nsukka,17,6,1,19.65,79.5,0.0,0,0.665,0,1
2025-06-15 18:00:00,Enugu,18,6,1,23.3,71.2,2.91,1,0.783,1,0
2025-06-15 19:00:00,Lagos,19,6,1,22.33,68.9,1.7,1,0.808,0,4
2025-06-15 20:00:00,Nsukka,20,6,1,20.87,75.9,0.0,0,0.679,0,3
2025-06-15 21:00:00,Enugu,21,6,1,21.02,79.2,0.97,1,0.735,1,0
2025-06-15 22:00:00,Lagos,22,6,1,26.16,67.3,0.0,0,0.56,1,0
2025-06-15 23:00:00,Nsukka,23,6,1,22.76,54.0,0.0,0,0.773,1,0
2025-06-16 00:00:00,Enugu,0,0,0,26.96,60.3,0.0,0,0.354,1,0
2025-06-16 01:00:00,Lagos,1,0,0,30.02,50.3,0.0,0,0.451,0,6
2025-06-16 02:00:00,Nsukka,2,0,0,28.44,49.4,0.0,0,0.61,0,4
2025-06-16 03:00:00,Enugu,3,0,0,32.23,49.9,0.0,0,0.444,0,1
2025-06-16 04:00:00,Lagos,4,0,0,35.05,48.3,0.91,1,0.619,0,2
2025-06-16 05:00:00,Nsukka,5,0,0,33.48,40.3,0.72,1,0.8,1,0
2025-06-16 06:00:00,Enugu,6,0,0,34.09,46.0,0.0,0,0.387,0,1
2025-06-16 07:00:00,Lagos,7,0,0,34.05,49.4,0.0,0,0.402,1,0
2025-06-16 08:00:00,Nsukka,8,0,0,31.28,46.9,1.86,1,0.754,0,1
2025-06-16 09:00:00,Enugu,9,0,0,31.36,61.1,0.0,0,0.416,0,1
2025-06-16 10:00:00,Lagos,10,0,0,31.3,56.7,0.0,0,0.463,1,0
2025-06-16 11:00:00,Nsukka,11,0,0,27.15,69.6,0.0,0,0.564,1,0
2025-06-16 12:00:00,Enugu,12,0,0,25.87,64.7,0.24,1,0.577,0,1
2025-06-16 13:00:00,Lagos,13,0,0,25.16,65.0,1.31,1,0.54,0,3
2025-06-16 14:00:00,Nsukka,14,0,0,22.37,62.8,0.0,0,0.629,0,1
2025-06-16 15:00:00,Enugu,15,0,0,23.48,76.8,1.81,1,0.543,1,0
2025-06-16 16:00:00,Lagos,16,0,0,21.78,67.6,0.0,0,0.339,0,1
2025-06-16 17:00:00,Nsukka,17,0,0,20.78,77.0,0.77,1,0.886,0,1
2025-06-16 18:00:00,Enugu,18,0,0,19.8,66.3,0.0,0,0.514,1,0
2025-06-16 19:00:00,Lagos,19,0,0,24.62,77.2,0.46,1,0.65,1,0
2025-06-16 20:00:00,Nsukka,20,0,0,21.01,63.7,0.94,1,0.889,0,5
2025-06-16 21:00:00,Enugu,21,0,0,22.55,71.1,0.0,0,0.574,0,7
2025-06-16 22:00:00,Lagos,22,0,0,25.53,70.6,0.0,0,0.56,0,1
2025-06-16 23:00:00,Nsukka,23,0,0,26.58,59.6,0.21,1,0.895,0,4
2025-06-17 00:00:00,Enugu,0,1,0,27.11,56.2,0.0,0,0.36,0,1
2025-06-17 01:00:00,Lagos,1,1,0,29.73,59.0,0.0,0,0.414,1,0
2025-06-17 02:00:00,Nsukka,2,1,0,27.71,46.1,0.0,0,0.554,1,0
2025-06-17 03:00:00,Enugu,3,1,0,31.2,48.9,0.96,1,0.641,0,1
2025-06-17 04:00:00,Lagos,4,1,0,34.33,49.5,2.72,1,0.543,1,0
2025-06-17 05:00:00,Nsukka,5,1,0,33.19,40.3,0.0,0,0.634,0,1
2025-06-17 06:00:00,Enugu,6,1,0,31.58,46.7,0.0,0,0.454,0,3
2025-06-17 07:00:00,Lagos,7,1,0,33.96,44.5,0.0,0,0.439,1,0
2025-06-17 08:00:00,Nsukka,8,1,0,30.94,37.8,0.0,0,0.621,1,0
2025-06-17 09:00:00,Enugu,9,1,0,32.0,53.9,0.0,0,0.247,1,0
2025-06-17 10:00:00,Lagos,10,1,0,33.26,49.8,0.0,0,0.462,1,0
2025-06-17 11:00:00,Nsukka,11,1,0,28.88,57.5,0.0,0,0.618,0,1
2025-06-17 12:00:00,Enugu,12,1,0,28.17,52.1,0.05,1,0.64,1,0
2025-06-17 13:00:00,Lagos,13,1,0,27.85,68.5,0.0,0,0.362,1,0
2025-06-17 14:00:00,Nsukka,14,1,0,22.63,65.0,0.0,0,0.462,0,1
2025-06-17 15:00:00,Enugu,15,1,0,22.17,80.3,0.0,0,0.465,1,0
2025-06-17 16:00:00,Lagos,16,1,0,23.8,74.4,0.0,0,0.403,0,2
2025-06-17 17:00:00,Nsukka,17,1,0,19.86,76.5,1.16,1,0.801,0,2
2025-06-17 18:00:00,Enugu,18,1,0,21.01,63.1,7.41,1,0.773,1,0
2025-06-17 19:00:00,Lagos,19,1,0,23.4,70.0,0.07,1,0.698,1,0
2025-06-17 20:00:00,Nsukka,20,1,0,20.91,86.8,0.26,1,0.942,0,2
2025-06-17 21:00:00,Enugu,21,1,0,20.29,69.7,0.0,0,0.472,1,0
2025-06-17 22:00:00,Lagos,22,1,0,24.17,75.0,0.0,0,0.553,0,3
2025-06-17 23:00:00,Nsukka,23,1,0,24.68,58.0,7.25,1,0.916,0,4
2025-06-18 00:00:00,Enugu,0,2,0,28.88,55.0,0.0,0,0.424,1,0
2025-06-18 01:00:00,Lagos,1,2,0,31.33,61.7,0.0,0,0.356,0,1
2025-06-18 02:00:00,Nsukka,2,2,0,28.71,51.9,1.09,1,0.658,1,0
2025-06-18 03:00:00,Enugu,3,2,0,30.4,49.6,0.0,0,0.386,0,6
2025-06-18 04:00:00,Lagos,4,2,0,32.58,50.4,0.0,0,0.32,1,0
2025-06-18 05:00:00,Nsukka,5,2,0,33.14,45.3,0.0,0,0.635,1,0
2025-06-18 06:00:00,Enugu,6,2,0,33.37,40.6,0.0,0,0.378,1,0
2025-06-18 07:00:00,Lagos,7,2,0,33.02,48.5,0.0,0,0.449,0,7
2025-06-18 08:00:00,Nsukka,8,2,0,30.16,38.8,0.0,0,0.582,0,3
2025-06-18 09:00:00,Enugu,9,2,0,30.16,57.3,5.11,1,0.635,0,1
2025-06-18 10:00:00,Lagos,10,2,0,30.24,55.6,0.0,0,0.307,1,0
2025-06-18 11:00:00,Nsukka,11,2,0,29.41,53.9,0.35,1,0.885,0,1
2025-06-18 12:00:00,Enugu,12,2,0,29.19,52.4,0.0,0,0.349,1,0
2025-06-18 13:00:00,Lagos,13,2,0,26.16,59.1,1.41,1,0.531,1,0
2025-06-18 14:00:00,Nsukka,14,2,0,24.19,66.9,0.0,0,0.629,0,1
2025-06-18 15:00:00,Enugu,15,2,0,23.74,83.6,3.97,1,0.618,0,1
2025-06-18 16:00:00,Lagos,16,2,0,22.32,75.7,0.0,0,0.379,0,2
2025-06-18 17:00:00,Nsukka,17,2,0,19.48,65.3,0.26,1,0.714,1,0
2025-06-18 18:00:00,Enugu,18,2,0,19.57,71.5,1.06,1,0.766,0,1
2025-06-18 19:00:00,Lagos,19,2,0,21.65,72.3,0.0,0,0.549,0,3
2025-06-18 20:00:00,Nsukka,20,2,0,18.37,74.0,0.0,0,0.706,0,1
2025-06-18 21:00:00,Enugu,21,2,0,23.02,70.4,0.58,1,0.705,0,2
2025-06-18 22:00:00,Lagos,22,2,0,25.0,71.6,0.16,1,0.662,0,1
2025-06-18 23:00:00,Nsukka,23,2,0,24.3,52.9,0.0,0,0.782,1,0
2025-06-19 00:00:00,Enugu,0,3,0,27.3,65.0,2.73,1,0.626,0,3
2025-06-19 01:00:00,Lagos,1,3,0,30.64,54.6,0.08,1,0.591,0,1
2025-06-19 02:00:00,Nsukka,2,3,0,28.3,52.6,0.0,0,0.628,0,2
2025-06-19 03:00:00,Enugu,3,3,0,33.38,48.3,0.0,0,0.495,1,0
2025-06-19 04:00:00,Lagos,4,3,0,33.11,45.2,0.0,0,0.373,1,0
2025-06-19 05:00:00,Nsukka,5,3,0,32.45,46.7,0.0,0,0.591,1,0
2025-06-19 06:00:00,Enugu,6,3,0,31.96,40.7,0.76,1,0.612,0,1
2025-06-19 07:00:00,Lagos,7,3,0,33.41,49.4,0.0,0,0.376,1,0
2025-06-19 08:00:00,Nsukka,8,3,0,33.62,38.3,0.0,0,0.516,0,6
2025-06-19 09:00:00,Enugu,9,3,0,28.74,51.3,0.0,0,0.295,1,0
2025-06-19 10:00:00,Lagos,10,3,0,32.72,60.0,0.0,0,0.402,0,1
2025-06-19 11:00:00,Nsukka,11,3,0,28.91,51.4,0.0,0,0.622,1,0
2025-06-19 12:00:00,Enugu,12,3,0,27.56,71.4,0.83,1,0.589,0,1
2025-06-19 13:00:00,Lagos,13,3,0,25.47,59.1,1.53,1,0.53,0,2
2025-06-19 14:00:00,Nsukka,14,3,0,23.41,69.8,0.0,0,0.604,0,1
2025-06-19 15:00:00,Enugu,15,3,0,23.51,66.4,0.0,0,0.423,0,2
2025-06-19 16:00:00,Lagos,16,3,0,21.82,79.2,0.0,0,0.304,1,0
2025-06-19 17:00:00,Nsukka,17,3,0,19.55,81.5,1.08,1,0.839,0,1
2025-06-19 18:00:00,Enugu,18,3,0,20.76,79.1,0.0,0,0.437,0,1
2025-06-19 19:00:00,Lagos,19,3,0,21.73,65.2,0.0,0,0.52,1,0
2025-06-19 20:00:00,Nsukka,20,3,0,19.88,81.3,1.8,1,0.95,0,1
2025-06-19 21:00:00,Enugu,21,3,0,22.57,77.4,0.89,1,0.698,0,4
2025-06-19 22:00:00,Lagos,22,3,0,24.93,67.5,0.0,0,0.58,1,0
2025-06-19 23:00:00,Nsukka,23,3,0,24.19,67.2,0.0,0,0.749,0,1
2025-06-20 00:00:00,Enugu,0,4,0,25.85,67.2,0.0,0,0.482,1,0
2025-06-20 01:00:00,Lagos,1,4,0,29.9,68.1,0.0,0,0.305,0,1
2025-06-20 02:00:00,Nsukka,2,4,0,28.98,49.6,1.32,1,0.771,0,1
2025-06-20 03:00:00,Enugu,3,4,0,30.4,47.7,0.0,0,0.379,1,0
2025-06-20 04:00:00,Lagos,4,4,0,32.72,45.7,0.67,1,0.615,1,0
2025-06-20 05:00:00,Nsukka,5,4,0,31.24,47.9,2.45,1,0.858,0,1
2025-06-20 06:00:00,Enugu,6,4,0,33.54,51.2,0.0,0,0.45,0,1
2025-06-20 07:00:00,Lagos,7,4,0,33.96,36.7,0.64,1,0.485,0,1
2025-06-20 08:00:00,Nsukka,8,4,0,31.12,45.2,0.0,0,0.648,0,3
2025-06-20 09:00:00,Enugu,9,4,0,31.71,45.1,2.6,1,0.622,0,7
2025-06-20 10:00:00,Lagos,10,4,0,30.79,54.5,0.0,0,0.415,0,3
2025-06-20 11:00:00,Nsukka,11,4,0,28.4,55.7,0.0,0,0.593,0,1
2025-06-20 12:00:00,Enugu,12,4,0,27.19,65.2,1.1,1,0.644,1,0
2025-06-20 13:00:00,Lagos,13,4,0,26.66,61.0,0.0,0,0.355,1,0
2025-06-20 14:00:00,Nsukka,14,4,0,25.21,61.2,0.0,0,0.535,0,2
2025-06-20 15:00:00,Enugu,15,4,0,22.73,68.6,0.0,0,0.388,0,1
2025-06-20 16:00:00,Lagos,16,4,0,21.78,76.2,0.91,1,0.631,0,1
2025-06-20 17:00:00,Nsukka,17,4,0,19.64,73.7,0.0,0,0.547,1,0
2025-06-20 18:00:00,Enugu,18,4,0,20.53,66.9,2.68,1,0.64,0,1
2025-06-20 19:00:00,Lagos,19,4,0,23.1,78.8,0.0,0,0.439,0,1
2025-06-20 20:00:00,Nsukka,20,4,0,20.15,69.5,0.0,0,0.808,0,1
2025-06-20 21:00:00,Enugu,21,4,0,23.92,73.5,0.0,0,0.512,1,0
2025-06-20 22:00:00,Lagos,22,4,0,28.16,70.3,0.0,0,0.543,1,0
2025-06-20 23:00:00,Nsukka,23,4,0,26.25,60.6,0.0,0,0.773,1,0
2025-06-21 00:00:00,Enugu,0,5,1,27.11,60.1,0.0,0,0.421,0,1
2025-06-21 01:00:00,Lagos,1,5,1,29.42,52.2,0.0,0,0.505,0,1
2025-06-21 02:00:00,Nsukka,2,5,1,29.67,51.2,0.0,0,0.618,0,1
2025-06-21 03:00:00,Enugu,3,5,1,32.29,44.5,0.0,0,0.455,0,6
2025-06-21 04:00:00,Lagos,4,5,1,33.53,40.1,0.0,0,0.432,1,0
2025-06-21 05:00:00,Nsukka,5,5,1,31.15,45.5,0.12,1,0.869,0,2
2025-06-21 06:00:00,Enugu,6,5,1,31.15,46.5,0.0,0,0.398,1,0
2025-06-21 07:00:00,Lagos,7,5,1,33.66,54.7,0.0,0,0.367,0,1
2025-06-21 08:00:00,Nsukka,8,5,1,32.37,51.9,0.0,0,0.675,0,3
2025-06-21 09:00:00,Enugu,9,5,1,31.52,55.4,0.0,0,0.442,0,1
2025-06-21 10:00:00,Lagos,10,5,1,31.88,49.2,0.0,0,0.422,1,0
2025-06-21 11:00:00,Nsukka,11,5,1,28.5,61.0,0.14,1,0.898,1,0
2025-06-21 12:00:00,Enugu,12,5,1,26.01,67.9,0.23,1,0.613,1,0
2025-06-21 13:00:00,Lagos,13,5,1,24.68,67.0,0.0,0,0.603,0,2
2025-06-21 14:00:00,Nsukka,14,5,1,23.61,75.1,0.0,0,0.679,0,1
2025-06-21 15:00:00,Enugu,15,5,1,21.47,61.1,1.34,1,0.564,0,1
2025-06-21 16:00:00,Lagos,16,5,1,23.28,74.5,1.42,1,0.687,0,1
2025-06-21 17:00:00,Nsukka,17,5,1,20.82,75.2,0.0,0,0.633,1,0
2025-06-21 18:00:00,Enugu,18,5,1,21.51,74.5,1.18,1,0.717,0,1
2025-06-21 19:00:00,Lagos,19,5,1,23.38,74.9,0.0,0,0.61,1,0
2025-06-21 20:00:00,Nsukka,20,5,1,19.12,78.1,0.0,0,0.75,1,0
2025-06-21 21:00:00,Enugu,21,5,1,24.13,70.7,0.0,0,0.597,0,3
2025-06-21 22:00:00,Lagos,22,5,1,25.0,56.3,0.0,0,0.667,0,1
2025-06-21 23:00:00,Nsukka,23,5,1,23.22,68.4,0.0,0,0.781,0,7
2025-06-22 00:00:00,Enugu,0,6,1,26.19,64.5,0.0,0,0.464,1,0
2025-06-22 01:00:00,Lagos,1,6,1,29.18,52.4,0.0,0,0.509,0,2
2025-06-22 02:00:00,Nsukka,2,6,1,25.71,43.7,2.93,1,0.792,1,0
2025-06-22 03:00:00,Enugu,3,6,1,32.76,49.5,0.0,0,0.443,0,1
2025-06-22 04:00:00,Lagos,4,6,1,33.7,50.6,0.0,0,0.392,1,0
2025-06-22 05:00:00,Nsukka,5,6,1,31.44,32.9,0.0,0,0.599,1,0
2025-06-22 06:00:00,Enugu,6,6,1,33.14,45.9,0.0,0,0.387,1,0
2025-06-22 07:00:00,Lagos,7,6,1,34.16,41.8,0.0,0,0.37,0,3
2025-06-22 08:00:00,Nsukka,8,6,1,33.63,46.8,3.52,1,0.828,0,4
2025-06-22 09:00:00,Enugu,9,6,1,31.62,45.5,0.0,0,0.419,1,0
2025-06-22 10:00:00,Lagos,10,6,1,30.89,60.2,0.0,0,0.463,0,1
2025-06-22 11:00:00,Nsukka,11,6,1,29.26,57.2,1.21,1,0.899,0,1
2025-06-22 12:00:00,Enugu,12,6,1,26.93,72.0,0.0,0,0.412,1,0
2025-06-22 13:00:00,Lagos,13,6,1,29.24,68.0,1.67,1,0.664,0,7
2025-06-22 14:00:00,Nsukka,14,6,1,22.68,65.2,0.0,0,0.703,1,0
2025-06-22 15:00:00,Enugu,15,6,1,23.64,82.4,0.0,0,0.429,0,1
2025-06-22 16:00:00,Lagos,16,6,1,22.12,69.8,0.0,0,0.469,0,7
2025-06-22 17:00:00,Nsukka,17,6,1,17.75,68.4,0.0,0,0.67,1,0
2025-06-22 18:00:00,Enugu,18,6,1,20.8,75.1,0.0,0,0.502,0,1
2025-06-22 19:00:00,Lagos,19,6,1,22.08,77.3,1.17,1,0.805,0,5
2025-06-22 20:00:00,Nsukka,20,6,1,20.69,68.8,0.0,0,0.833,0,1
2025-06-22 21:00:00,Enugu,21,6,1,22.17,71.6,0.1,1,0.776,0,1
2025-06-22 22:00:00,Lagos,22,6,1,26.2,62.8,0.0,0,0.566,0,4
2025-06-22 23:00:00,Nsukka,23,6,1,23.92,61.5,0.04,1,0.95,0,5
2025-06-23 00:00:00,Enugu,0,0,0,27.2,58.5,0.0,0,0.413,1,0
2025-06-23 01:00:00,Lagos,1,0,0,32.04,51.9,0.0,0,0.41,0,1
2025-06-23 02:00:00,Nsukka,2,0,0,30.52,48.2,5.09,1,0.717,1,0
2025-06-23 03:00:00,Enugu,3,0,0,30.68,43.8,0.12,1,0.556,1,0
2025-06-23 04:00:00,Lagos,4,0,0,31.8,42.5,1.96,1,0.642,0,1
2025-06-23 05:00:00,Nsukka,5,0,0,30.85,54.6,0.0,0,0.666,0,2
2025-06-23 06:00:00,Enugu,6,0,0,33.71,39.9,3.61,1,0.633,1,0
2025-06-23 07:00:00,Lagos,7,0,0,33.85,49.3,0.0,0,0.335,1,0
2025-06-23 08:00:00,Nsukka,8,0,0,31.48,53.1,0.0,0,0.639,1,0
2025-06-23 09:00:00,Enugu,9,0,0,32.14,46.1,0.7,1,0.518,0,2
2025-06-23 10:00:00,Lagos,10,0,0,31.83,55.2,2.51,1,0.578,0,1
2025-06-23 11:00:00,Nsukka,11,0,0,28.0,59.5,0.0,0,0.603,1,0
2025-06-23 12:00:00,Enugu,12,0,0,26.37,54.4,0.0,0,0.453,0,2
2025-06-23 13:00:00,Lagos,13,0,0,26.22,79.0,0.74,1,0.56,1,0
2025-06-23 14:00:00,Nsukka,14,0,0,24.0,66.9,0.0,0,0.612,0,3
2025-06-23 15:00:00,Enugu,15,0,0,23.26,69.9,0.0,0,0.361,1,0
2025-06-23 16:00:00,Lagos,16,0,0,22.49,65.7,0.75,1,0.607,1,0
2025-06-23 17:00:00,Nsukka,17,0,0,21.02,71.3,0.0,0,0.556,0,3
2025-06-23 18:00:00,Enugu,18,0,0,19.57,80.3,0.64,1,0.702,0,2
2025-06-23 19:00:00,Lagos,19,0,0,23.24,75.4,0.0,0,0.539,0,1
2025-06-23 20:00:00,Nsukka,20,0,0,19.95,75.8,0.65,1,0.851,1,0
2025-06-23 21:00:00,Enugu,21,0,0,22.33,63.8,0.42,1,0.704,0,1
2025-06-23 22:00:00,Lagos,22,0,0,26.27,61.0,0.0,0,0.571,0,1
2025-06-23 23:00:00,Nsukka,23,0,0,25.84,62.4,0.0,0,0.741,0,1
2025-06-24 00:00:00,Enugu,0,1,0,27.38,65.1,2.58,1,0.577,1,0
2025-06-24 01:00:00,Lagos,1,1,0,28.32,61.2,0.0,0,0.334,1,0
2025-06-24 02:00:00,Nsukka,2,1,0,31.68,57.5,0.0,0,0.604,0,1
2025-06-24 03:00:00,Enugu,3,1,0,31.55,46.4,0.0,0,0.397,0,6
2025-06-24 04:00:00,Lagos,4,1,0,33.93,39.7,1.07,1,0.526,0,1
2025-06-24 05:00:00,Nsukka,5,1,0,32.45,51.0,0.0,0,0.645,0,1
2025-06-24 06:00:00,Enugu,6,1,0,31.98,46.3,1.14,1,0.597,0,3
2025-06-24 07:00:00,Lagos,7,1,0,34.84,46.4,0.0,0,0.398,1,0
2025-06-24 08:00:00,Nsukka,8,1,0,32.36,45.2,0.48,1,0.862,0,1
2025-06-24 09:00:00,Enugu,9,1,0,31.37,43.9,0.0,0,0.481,0,1
2025-06-24 10:00:00,Lagos,10,1,0,27.7,52.3,0.0,0,0.359,1,0
2025-06-24 11:00:00,Nsukka,11,1,0,27.16,55.2,0.15,1,0.723,0,1
2025-06-24 12:00:00,Enugu,12,1,0,26.08,58.0,0.0,0,0.438,0,1
2025-06-24 13:00:00,Lagos,13,1,0,25.56,68.9,0.0,0,0.454,1,0
2025-06-24 14:00:00,Nsukka,14,1,0,21.77,66.4,0.43,1,0.808,1,0
2025-06-24 15:00:00,Enugu,15,1,0,23.5,72.8,0.0,0,0.378,1,0
2025-06-24 16:00:00,Lagos,16,1,0,23.46,83.3,0.0,0,0.449,0,3
2025-06-24 17:00:00,Nsukka,17,1,0,20.79,78.0,0.0,0,0.578,0,1
2025-06-24 18:00:00,Enugu,18,1,0,20.79,75.7,0.0,0,0.563,1,0
2025-06-24 19:00:00,Lagos,19,1,0,21.4,80.2,0.41,1,0.684,0,1
2025-06-24 20:00:00,Nsukka,20,1,0,21.9,74.4,0.0,0,0.723,0,5
2025-06-24 21:00:00,Enugu,21,1,0,22.78,70.4,4.28,1,0.703,0,1
2025-06-24 22:00:00,Lagos,22,1,0,25.59,62.1,0.0,0,0.503,1,0
2025-06-24 23:00:00,Nsukka,23,1,0,26.47,67.8,0.0,0,0.708,0,1
2025-06-25 00:00:00,Enugu,0,2,0,27.65,55.4,0.0,0,0.421,0,5
2025-06-25 01:00:00,Lagos,1,2,0,29.14,42.6,0.0,0,0.463,0,1
2025-06-25 02:00:00,Nsukka,2,2,0,29.2,52.2,0.0,0,0.611,1,0
2025-06-25 03:00:00,Enugu,3,2,0,31.83,43.0,0.0,0,0.386,0,2
2025-06-25 04:00:00,Lagos,4,2,0,32.89,39.3,0.0,0,0.371,1,0
2025-06-25 05:00:00,Nsukka,5,2,0,31.07,48.6,0.0,0,0.552,0,1
2025-06-25 06:00:00,Enugu,6,2,0,33.39,54.4,0.0,0,0.396,1,0
2025-06-25 07:00:00,Lagos,7,2,0,33.77,43.0,0.0,0,0.374,1,0
2025-06-25 08:00:00,Nsukka,8,2,0,29.12,43.0,0.0,0,0.629,0,2
2025-06-25 09:00:00,Enugu,9,2,0,30.93,40.1,0.0,0,0.42,1,0
2025-06-25 10:00:00,Lagos,10,2,0,30.14,57.8,0.0,0,0.338,0,1
2025-06-25 11:00:00,Nsukka,11,2,0,27.11,64.5,0.96,1,0.703,1,0
2025-06-25 12:00:00,Enugu,12,2,0,24.37,49.9,1.61,1,0.525,0,2
2025-06-25 13:00:00,Lagos,13,2,0,27.58,64.6,0.0,0,0.4,0,1
2025-06-25 14:00:00,Nsukka,14,2,0,21.83,81.6,0.0,0,0.619,1,0
2025-06-25 15:00:00,Enugu,15,2,0,25.01,74.6,0.0,0,0.47,0,3
2025-06-25 16:00:00,Lagos,16,2,0,21.27,75.6,0.0,0,0.405,1,0
2025-06-25 17:00:00,Nsukka,17,2,0,22.51,84.4,0.25,1,0.761,1,0
2025-06-25 18:00:00,Enugu,18,2,0,20.61,72.9,0.0,0,0.493,1,0
2025-06-25 19:00:00,Lagos,19,2,0,20.31,78.0,0.0,0,0.556,1,0
2025-06-25 20:00:00,Nsukka,20,2,0,19.79,74.2,7.1,1,0.939,0,1
2025-06-25 21:00:00,Enugu,21,2,0,21.18,63.7,0.0,0,0.623,1,0
2025-06-25 22:00:00,Lagos,22,2,0,22.72,74.6,0.0,0,0.443,1,0
