hour,dayofweek,is_weekend,temp_C,humidity_pct,rain_mm,rain_flag,outage_prob_model,duration_off_hours,power_lag1,power_lag24,temp_rolling3,location_Enugu,location_Lagos,location_Nsukka
6,0,0,31.02,39.4,1.63,1,0.599,4,1.0,0.0,30.28333333333333,True,False,False
9,0,0,31.33,49.6,0.0,0,0.44,1,0.0,0.0,31.63333333333333,True,False,False
12,0,0,27.05,62.1,0.0,0,0.442,0,0.0,1.0,29.799999999999997,True,False,False
15,0,0,22.76,73.2,0.33,1,0.696,1,1.0,1.0,27.046666666666667,True,False,False
18,0,0,20.77,73.8,0.0,0,0.56,0,0.0,0.0,23.526666666666667,True,False,False
21,0,0,23.33,77.5,0.7,1,0.653,1,1.0,0.0,22.28666666666666,True,False,False
0,1,0,27.14,67.9,0.0,0,0.4,2,0.0,0.0,23.74666666666666,True,False,False
3,1,0,29.47,57.5,0.0,0,0.355,0,0.0,1.0,26.646666666666665,True,False,False
6,1,0,32.2,41.7,0.64,1,0.73,0,1.0,0.0,29.603333333333335,True,False,False
9,1,0,32.37,49.7,0.0,0,0.37,0,1.0,1.0,31.346666666666664,True,False,False
12,1,0,26.34,57.8,0.0,0,0.364,0,1.0,1.0,30.30333333333333,True,False,False
15,1,0,22.38,74.9,0.0,0,0.373,0,1.0,1.0,27.029999999999998,True,False,False
18,1,0,24.89,80.3,0.0,0,0.476,0,1.0,1.0,24.53666666666666,True,False,False
21,1,0,23.35,73.3,0.0,0,0.515,1,1.0,1.0,23.539999999999996,True,False,False
0,2,0,25.17,61.9,2.34,1,0.595,1,0.0,0.0,24.47,True,False,False
3,2,0,31.99,51.4,0.0,0,0.36,2,0.0,0.0,26.836666666666662,True,False,False
6,2,0,34.29,48.8,0.0,0,0.303,0,0.0,0.0,30.48333333333333,True,False,False
9,2,0,31.72,50.9,3.52,1,0.527,0,1.0,1.0,32.666666666666664,True,False,False
12,2,0,27.61,59.9,3.26,1,0.58,0,1.0,1.0,31.206666666666667,True,False,False
15,2,0,22.1,79.7,1.81,1,0.618,0,1.0,0.0,27.14333333333333,True,False,False
18,2,0,20.2,76.9,0.3,1,0.637,0,1.0,1.0,23.30333333333333,True,False,False
21,2,0,24.17,61.8,0.0,0,0.504,0,1.0,0.0,22.156666666666666,True,False,False
0,3,0,28.11,66.8,0.0,0,0.431,0,1.0,1.0,24.159999999999997,True,False,False
3,3,0,29.43,51.0,0.0,0,0.451,2,1.0,1.0,27.236666666666665,True,False,False
6,3,0,33.19,44.0,0.0,0,0.488,1,0.0,0.0,30.24333333333333,True,False,False
9,3,0,32.21,56.8,0.0,0,0.446,4,0.0,0.0,31.609999999999996,True,False,False
12,3,0,27.97,64.0,0.0,0,0.365,0,0.0,1.0,31.123333333333335,True,False,False
15,3,0,22.17,59.5,5.5,1,0.584,1,1.0,0.0,27.45,True,False,False
18,3,0,21.97,70.1,0.31,1,0.66,1,0.0,1.0,24.036666666666665,True,False,False
21,3,0,20.11,73.4,0.0,0,0.527,1,0.0,0.0,21.416666666666668,True,False,False
0,4,0,26.24,59.1,0.0,0,0.412,0,0.0,0.0,22.77333333333333,True,False,False
3,4,0,31.09,50.4,0.0,0,0.383,1,1.0,1.0,25.813333333333333,True,False,False
6,4,0,33.19,42.2,2.0,1,0.53,1,0.0,1.0,30.173333333333332,True,False,False
9,4,0,31.14,43.1,0.0,0,0.405,3,0.0,1.0,31.80666666666667,True,False,False
12,4,0,27.8,51.6,0.06,1,0.6,3,0.0,1.0,30.709999999999997,True,False,False
15,4,0,23.19,73.5,0.0,0,0.307,0,0.0,1.0,27.376666666666665,True,False,False
18,4,0,21.72,72.3,0.94,1,0.683,1,1.0,1.0,24.236666666666668,True,False,False
21,4,0,22.79,69.1,4.1,1,0.618,1,0.0,0.0,22.566666666666666,True,False,False
0,5,1,26.58,58.7,0.0,0,0.483,0,0.0,0.0,23.69666666666667,True,False,False
3,5,1,30.29,53.7,0.38,1,0.759,1,1.0,0.0,26.55333333333333,True,False,False
6,5,1,32.35,50.7,0.0,0,0.342,0,0.0,1.0,29.74,True,False,False
9,5,1,32.03,52.0,0.0,0,0.359,0,1.0,1.0,31.55666666666667,True,False,False
12,5,1,26.29,69.6,0.37,1,0.606,1,1.0,1.0,30.22333333333333,True,False,False
15,5,1,20.91,64.7,0.0,0,0.447,1,0.0,1.0,26.41,True,False,False
18,5,1,21.49,72.6,0.0,0,0.605,1,0.0,1.0,22.896666666666665,True,False,False
21,5,1,23.28,72.3,0.0,0,0.504,0,0.0,1.0,21.893333333333334,True,False,False
0,6,1,26.79,50.1,0.0,0,0.411,2,1.0,1.0,23.853333333333335,True,False,False
3,6,1,29.5,45.2,0.0,0,0.489,0,0.0,0.0,26.52333333333333,True,False,False
6,6,1,35.42,45.9,0.0,0,0.459,1,1.0,0.0,30.570000000000004,True,False,False
9,6,1,33.61,53.9,0.55,1,0.715,0,0.0,0.0,32.843333333333334,True,False,False
12,6,1,27.16,68.6,0.0,0,0.453,0,1.0,1.0,32.06333333333334,True,False,False
15,6,1,22.4,69.4,1.66,1,0.57,0,1.0,0.0,27.723333333333333,True,False,False
18,6,1,19.65,78.8,0.2,1,0.658,0,1.0,0.0,23.069999999999997,True,False,False
21,6,1,23.27,69.6,1.31,1,0.789,3,1.0,0.0,21.77333333333333,True,False,False
0,0,0,27.21,59.0,2.4,1,0.58,0,0.0,1.0,23.376666666666665,True,False,False
3,0,0,30.65,38.8,0.0,0,0.412,0,1.0,0.0,27.043333333333333,True,False,False
6,0,0,31.29,44.1,0.0,0,0.318,0,1.0,0.0,29.71666666666667,True,False,False
9,0,0,29.68,52.5,0.0,0,0.425,0,1.0,0.0,30.540000000000003,True,False,False
12,0,0,27.91,70.7,0.0,0,0.333,0,1.0,0.0,29.626666666666665,True,False,False
15,0,0,23.53,67.9,0.0,0,0.388,0,1.0,1.0,27.040000000000003,True,False,False
18,0,0,19.7,68.3,0.0,0,0.535,1,1.0,0.0,23.713333333333335,True,False,False
21,0,0,21.93,71.7,0.12,1,0.674,0,0.0,0.0,21.72,True,False,False
0,1,0,26.69,72.2,0.0,0,0.364,1,1.0,1.0,22.773333333333337,True,False,False
3,1,0,30.9,42.1,3.24,1,0.644,2,0.0,0.0,26.506666666666664,True,False,False
6,1,0,35.35,44.8,0.0,0,0.377,1,0.0,1.0,30.98,True,False,False
9,1,0,30.82,44.2,0.0,0,0.414,2,0.0,1.0,32.35666666666667,True,False,False
12,1,0,27.29,56.2,0.0,0,0.27,2,0.0,0.0,31.153333333333336,True,False,False
15,1,0,23.4,69.5,0.0,0,0.393,0,0.0,0.0,27.17,True,False,False
18,1,0,20.25,71.9,0.0,0,0.57,0,1.0,0.0,23.646666666666665,True,False,False
21,1,0,22.79,69.1,1.52,1,0.667,0,1.0,1.0,22.146666666666665,True,False,False
0,2,0,28.86,66.3,6.31,1,0.671,0,1.0,0.0,23.96666666666667,True,False,False
3,2,0,30.57,51.8,0.0,0,0.368,0,1.0,1.0,27.406666666666666,True,False,False
6,2,0,33.89,53.2,0.0,0,0.292,1,1.0,0.0,31.10666666666667,True,False,False
9,2,0,29.0,43.1,0.0,0,0.449,0,0.0,1.0,31.153333333333336,True,False,False
12,2,0,27.09,62.8,0.0,0,0.497,1,1.0,1.0,29.993333333333336,True,False,False
15,2,0,23.04,77.8,0.86,1,0.491,0,0.0,1.0,26.37666666666667,True,False,False
18,2,0,21.77,75.0,0.97,1,0.804,1,1.0,1.0,23.96666666666667,True,False,False
21,2,0,24.69,73.7,3.25,1,0.706,3,0.0,0.0,23.166666666666668,True,False,False
0,3,0,26.36,62.1,0.0,0,0.33,0,0.0,1.0,24.273333333333337,True,False,False
3,3,0,31.03,53.6,0.0,0,0.388,0,1.0,1.0,27.360000000000003,True,False,False
6,3,0,33.77,31.6,0.0,0,0.398,3,1.0,1.0,30.38666666666667,True,False,False
9,3,0,32.18,56.5,0.01,1,0.642,0,0.0,1.0,32.326666666666675,True,False,False
12,3,0,26.97,56.7,0.26,1,0.625,0,1.0,1.0,30.97333333333334,True,False,False
15,3,0,21.55,61.9,0.78,1,0.475,0,1.0,1.0,26.900000000000002,True,False,False
18,3,0,19.69,74.8,2.07,1,0.698,4,1.0,0.0,22.736666666666668,True,False,False
21,3,0,21.98,67.2,0.0,0,0.513,4,0.0,1.0,21.073333333333334,True,False,False
0,4,0,28.53,48.3,0.0,0,0.385,0,0.0,0.0,23.400000000000002,True,False,False
3,4,0,31.21,57.8,0.0,0,0.352,0,1.0,0.0,27.24,True,False,False
6,4,0,32.46,51.3,0.0,0,0.459,1,1.0,0.0,30.733333333333334,True,False,False
9,4,0,30.71,50.2,0.0,0,0.393,1,0.0,0.0,31.459999999999997,True,False,False
12,4,0,26.83,55.0,0.0,0,0.444,0,0.0,0.0,30.0,True,False,False
15,4,0,22.83,79.0,1.64,1,0.578,5,1.0,1.0,26.790000000000003,True,False,False
18,4,0,20.57,72.7,0.0,0,0.524,3,0.0,1.0,23.409999999999997,True,False,False
21,4,0,20.76,74.7,0.0,0,0.478,0,0.0,1.0,21.386666666666667,True,False,False
0,5,1,26.5,64.1,0.0,0,0.404,1,1.0,1.0,22.61,True,False,False
3,5,1,30.76,48.1,0.0,0,0.491,0,0.0,1.0,26.00666666666667,True,False,False
6,5,1,32.61,49.7,0.0,0,0.537,0,1.0,0.0,29.956666666666667,True,False,False
9,5,1,29.87,47.2,0.0,0,0.354,0,1.0,1.0,31.08,True,False,False
12,5,1,26.88,58.3,0.0,0,0.48,2,1.0,0.0,29.786666666666665,True,False,False
15,5,1,23.15,69.1,0.0,0,0.449,1,0.0,1.0,26.633333333333336,True,False,False
18,5,1,22.66,73.2,0.0,0,0.664,0,0.0,0.0,24.23,True,False,False
21,5,1,24.14,70.4,0.0,0,0.647,0,1.0,0.0,23.316666666666666,True,False,False
0,6,1,27.46,52.2,0.0,0,0.426,0,1.0,1.0,24.753333333333334,True,False,False
3,6,1,31.3,46.7,1.31,1,0.599,4,1.0,1.0,27.633333333333336,True,False,False
6,6,1,33.48,45.1,0.0,0,0.424,1,0.0,0.0,30.74666666666667,True,False,False
9,6,1,32.72,58.8,0.0,0,0.385,1,0.0,1.0,32.5,True,False,False
12,6,1,27.18,52.8,0.0,0,0.445,0,0.0,1.0,31.126666666666665,True,False,False
15,6,1,23.71,68.7,0.06,1,0.624,0,1.0,1.0,27.87,True,False,False
18,6,1,19.25,69.7,1.99,1,0.773,2,1.0,0.0,23.38,True,False,False
21,6,1,22.26,68.9,0.0,0,0.64,0,0.0,0.0,21.74,True,False,False
0,0,0,27.23,67.2,0.0,0,0.364,4,1.0,1.0,22.913333333333338,True,False,False
3,0,0,33.29,58.6,0.0,0,0.435,1,0.0,1.0,27.593333333333334,True,False,False
6,0,0,31.51,57.0,0.0,0,0.41,3,0.0,0.0,30.676666666666666,True,False,False
9,0,0,29.91,53.1,0.0,0,0.339,0,0.0,0.0,31.570000000000004,True,False,False
12,0,0,26.09,63.5,0.0,0,0.321,0,1.0,1.0,29.17,True,False,False
15,0,0,22.91,76.7,0.0,0,0.438,0,1.0,0.0,26.30333333333333,True,False,False
18,0,0,21.67,70.9,0.0,0,0.455,0,1.0,0.0,23.55666666666667,True,False,False
21,0,0,20.59,83.7,0.0,0,0.595,1,1.0,1.0,21.723333333333333,True,False,False
0,1,0,28.42,48.6,0.0,0,0.383,0,0.0,0.0,23.560000000000002,True,False,False
3,1,0,32.24,46.7,0.39,1,0.515,1,1.0,1.0,27.083333333333332,True,False,False
6,1,0,34.19,50.8,0.0,0,0.325,0,0.0,1.0,31.616666666666664,True,False,False
9,1,0,30.32,46.7,0.59,1,0.57,0,1.0,1.0,32.25,True,False,False
12,1,0,27.68,64.9,0.0,0,0.378,0,1.0,0.0,30.73,True,False,False
15,1,0,23.16,70.7,0.85,1,0.588,0,1.0,0.0,27.05333333333333,True,False,False
18,1,0,21.41,72.8,0.0,0,0.53,1,1.0,1.0,24.083333333333332,True,False,False
21,1,0,21.54,74.8,0.0,0,0.557,0,0.0,1.0,22.036666666666665,True,False,False
0,2,0,25.23,52.2,0.0,0,0.396,0,1.0,1.0,22.72666666666667,True,False,False
3,2,0,30.84,54.7,1.94,1,0.599,1,1.0,0.0,25.87,True,False,False
6,2,0,32.43,40.2,0.04,1,0.565,0,0.0,0.0,29.5,True,False,False
9,2,0,30.52,52.5,0.0,0,0.424,0,1.0,0.0,31.263333333333332,True,False,False
12,2,0,27.05,52.2,2.79,1,0.657,0,1.0,1.0,30.0,True,False,False
15,2,0,22.02,71.4,2.88,1,0.574,0,1.0,1.0,26.53,True,False,False
18,2,0,20.8,70.3,0.0,0,0.392,2,1.0,0.0,23.290000000000003,True,False,False
21,2,0,22.57,77.3,1.01,1,0.676,0,0.0,1.0,21.796666666666667,True,False,False
0,3,0,26.87,49.4,0.74,1,0.528,0,1.0,0.0,23.413333333333338,True,False,False
3,3,0,32.02,52.8,0.0,0,0.331,4,1.0,0.0,27.153333333333336,True,False,False
6,3,0,31.32,44.5,0.0,0,0.395,0,0.0,0.0,30.070000000000004,True,False,False
9,3,0,30.15,63.4,0.0,0,0.305,7,1.0,1.0,31.16333333333333,True,False,False
12,3,0,27.26,59.3,0.0,0,0.41,1,0.0,1.0,29.576666666666668,True,False,False
15,3,0,22.89,66.9,1.09,1,0.559,0,0.0,1.0,26.766666666666666,True,False,False
18,3,0,20.61,76.7,4.04,1,0.668,0,1.0,1.0,23.58666666666667,True,False,False
21,3,0,22.0,67.5,0.0,0,0.552,1,1.0,0.0,21.833333333333332,True,False,False
0,4,0,25.4,59.0,0.0,0,0.308,0,0.0,1.0,22.669999999999998,True,False,False
3,4,0,30.28,45.6,0.0,0,0.449,1,1.0,0.0,25.89333333333333,True,False,False
6,4,0,32.37,52.4,0.0,0,0.421,0,0.0,1.0,29.349999999999998,True,False,False
9,4,0,30.07,47.4,0.0,0,0.371,0,1.0,1.0,30.906666666666666,True,False,False
12,4,0,26.74,67.7,0.0,0,0.42,0,1.0,1.0,29.72666666666667,True,False,False
15,4,0,22.74,69.6,0.0,0,0.399,1,1.0,1.0,26.516666666666666,True,False,False
18,4,0,20.5,74.8,2.05,1,0.646,2,0.0,0.0,23.326666666666664,True,False,False
21,4,0,22.27,76.5,0.0,0,0.443,0,0.0,1.0,21.83666666666667,True,False,False
0,5,1,26.77,58.5,0.0,0,0.358,2,1.0,1.0,23.179999999999996,True,False,False
3,5,1,32.71,38.4,0.0,0,0.443,2,0.0,0.0,27.25,True,False,False
6,5,1,31.96,42.3,0.0,0,0.443,1,0.0,1.0,30.48,True,False,False
9,5,1,31.88,48.8,0.72,1,0.554,1,0.0,1.0,32.18333333333333,True,False,False
12,5,1,26.41,63.3,0.0,0,0.439,0,0.0,1.0,30.083333333333332,True,False,False
15,5,1,21.89,64.8,0.0,0,0.506,3,1.0,1.0,26.72666666666667,True,False,False
18,5,1,19.86,70.2,0.0,0,0.521,0,0.0,0.0,22.72,True,False,False
21,5,1,21.93,71.5,0.0,0,0.569,1,1.0,1.0,21.226666666666667,True,False,False
0,6,1,25.27,61.2,0.0,0,0.511,1,0.0,1.0,22.353333333333335,True,False,False
3,6,1,29.9,60.1,0.0,0,0.48,0,0.0,0.0,25.7,True,False,False
6,6,1,31.96,47.8,0.0,0,0.443,0,1.0,1.0,29.043333333333333,True,False,False
9,6,1,27.94,52.6,0.0,0,0.473,0,1.0,0.0,29.933333333333337,True,False,False
12,6,1,29.55,61.4,0.0,0,0.51,5,1.0,0.0,29.816666666666666,True,False,False
15,6,1,23.47,73.8,0.61,1,0.545,2,0.0,1.0,26.986666666666668,True,False,False
18,6,1,22.05,74.7,0.0,0,0.56,0,0.0,1.0,25.02333333333333,True,False,False
21,6,1,20.99,67.5,0.0,0,0.501,1,1.0,0.0,22.17,True,False,False
0,0,0,27.89,62.9,0.77,1,0.453,1,0.0,1.0,23.643333333333334,True,False,False
3,0,0,29.23,47.6,0.0,0,0.401,0,0.0,0.0,26.036666666666665,True,False,False
6,0,0,33.92,44.6,0.0,0,0.437,0,1.0,1.0,30.346666666666668,True,False,False
9,0,0,30.77,41.1,0.0,0,0.417,0,1.0,1.0,31.30666666666667,True,False,False
12,0,0,28.91,60.4,0.0,0,0.387,1,1.0,1.0,31.2,True,False,False
15,0,0,22.67,70.3,0.0,0,0.382,0,0.0,0.0,27.45,True,False,False
18,0,0,22.46,72.7,3.77,1,0.705,1,1.0,0.0,24.680000000000003,True,False,False
21,0,0,21.64,73.7,0.76,1,0.711,0,0.0,1.0,22.25666666666667,True,False,False
0,1,0,26.43,60.6,0.0,0,0.297,0,1.0,0.0,23.51,True,False,False
3,1,0,30.48,55.7,0.0,0,0.469,1,1.0,0.0,26.183333333333334,True,False,False
6,1,0,31.34,46.0,0.0,0,0.357,0,0.0,0.0,29.416666666666668,True,False,False
9,1,0,31.98,51.7,0.0,0,0.461,0,1.0,0.0,31.266666666666666,True,False,False
12,1,0,28.6,59.8,1.89,1,0.631,7,1.0,1.0,30.64,True,False,False
15,1,0,21.8,77.4,2.11,1,0.646,3,0.0,0.0,27.459999999999997,True,False,False
18,1,0,22.18,68.6,0.0,0,0.518,0,0.0,1.0,24.19333333333333,True,False,False
21,1,0,22.52,67.7,0.0,0,0.462,4,1.0,0.0,22.166666666666668,True,False,False
0,2,0,26.18,59.2,0.0,0,0.492,1,0.0,0.0,23.626666666666665,True,False,False
3,2,0,30.57,54.9,0.0,0,0.408,7,0.0,1.0,26.423333333333332,True,False,False
6,2,0,32.82,48.0,3.14,1,0.6,3,0.0,1.0,29.85666666666667,True,False,False
9,2,0,31.79,48.9,0.0,0,0.404,1,0.0,1.0,31.72666666666667,True,False,False
12,2,0,25.87,54.3,0.39,1,0.547,0,0.0,0.0,30.16,True,False,False
15,2,0,22.91,70.8,0.0,0,0.467,0,1.0,0.0,26.856666666666666,True,False,False
18,2,0,20.55,74.1,0.61,1,0.65,0,1.0,1.0,23.11,True,False,False
21,2,0,22.04,73.4,0.0,0,0.45,4,1.0,0.0,21.833333333333332,True,False,False
0,3,0,27.63,63.5,3.31,1,0.614,2,0.0,0.0,23.406666666666666,True,False,False
3,3,0,29.38,56.9,0.0,0,0.398,2,0.0,1.0,26.349999999999998,True,False,False
6,3,0,30.13,34.1,0.0,0,0.504,0,0.0,1.0,29.046666666666663,True,False,False
9,3,0,31.4,56.3,1.6,1,0.49,1,1.0,1.0,30.30333333333333,True,False,False
12,3,0,26.73,54.2,0.0,0,0.381,0,0.0,0.0,29.42,True,False,False
15,3,0,23.97,70.2,0.0,0,0.435,0,1.0,1.0,27.366666666666664,True,False,False
18,3,0,21.64,75.2,0.0,0,0.606,1,1.0,0.0,24.113333333333333,True,False,False
21,3,0,23.61,74.4,0.0,0,0.556,0,0.0,1.0,23.073333333333334,True,False,False
0,4,0,27.46,57.3,0.0,0,0.333,1,1.0,1.0,24.236666666666665,True,False,False
3,4,0,31.28,48.3,0.0,0,0.41,3,0.0,0.0,27.45,True,False,False
6,4,0,35.41,52.4,0.0,0,0.402,0,0.0,1.0,31.38333333333333,True,False,False
9,4,0,32.35,39.9,0.0,0,0.4,0,1.0,1.0,33.01333333333333,True,False,False
12,4,0,27.78,63.7,0.0,0,0.41,0,1.0,0.0,31.846666666666664,True,False,False
15,4,0,22.18,81.5,0.43,1,0.59,0,1.0,0.0,27.436666666666667,True,False,False
18,4,0,21.25,69.0,0.0,0,0.526,3,1.0,1.0,23.736666666666668,True,False,False
21,4,0,20.59,72.1,3.13,1,0.694,1,0.0,0.0,21.34,True,False,False
0,5,1,27.18,58.6,2.44,1,0.602,5,0.0,0.0,23.006666666666664,True,False,False
3,5,1,31.08,31.7,0.0,0,0.451,3,0.0,0.0,26.28333333333333,True,False,False
6,5,1,33.27,46.1,0.0,0,0.463,2,0.0,0.0,30.51,True,False,False
9,5,1,31.28,43.2,1.07,1,0.574,1,0.0,0.0,31.87666666666667,True,False,False
12,5,1,25.44,67.5,0.0,0,0.444,0,0.0,1.0,29.99666666666667,True,False,False
15,5,1,22.08,68.7,0.24,1,0.615,1,1.0,1.0,26.266666666666666,True,False,False
18,5,1,21.69,72.6,0.0,0,0.503,0,0.0,1.0,23.070000000000004,True,False,False
21,5,1,23.9,74.1,0.0,0,0.537,0,1.0,0.0,22.55666666666667,True,False,False
0,6,1,27.52,60.0,0.0,0,0.385,0,1.0,0.0,24.37,True,False,False
3,6,1,31.31,55.5,0.0,0,0.415,6,1.0,0.0,27.576666666666664,True,False,False
6,6,1,31.2,36.6,0.0,0,0.481,1,0.0,1.0,30.01,True,False,False
9,6,1,33.07,54.5,0.01,1,0.699,0,0.0,0.0,31.86,True,False,False
12,6,1,26.37,69.4,0.0,0,0.477,2,1.0,1.0,30.213333333333335,True,False,False
15,6,1,23.58,62.2,0.78,1,0.702,1,0.0,1.0,27.673333333333332,True,False,False
18,6,1,18.09,77.0,0.0,0,0.632,1,0.0,0.0,22.679999999999996,True,False,False
21,6,1,24.43,75.1,0.67,1,0.822,1,0.0,1.0,22.03333333333333,True,False,False
0,0,0,26.34,68.8,0.0,0,0.391,0,0.0,0.0,22.953333333333333,True,False,False
3,0,0,31.92,57.5,0.39,1,0.48,6,1.0,0.0,27.563333333333333,True,False,False
6,0,0,34.07,46.6,0.0,0,0.435,2,0.0,1.0,30.77666666666667,True,False,False
9,0,0,29.83,36.8,0.0,0,0.456,0,0.0,1.0,31.939999999999998,True,False,False
12,0,0,24.52,65.2,0.95,1,0.57,0,1.0,1.0,29.473333333333333,True,False,False
15,0,0,21.42,78.8,0.0,0,0.41,0,1.0,1.0,25.25666666666667,True,False,False
18,0,0,22.71,75.0,0.0,0,0.438,6,1.0,0.0,22.883333333333336,True,False,False
21,0,0,23.54,78.0,0.0,0,0.5,0,0.0,0.0,22.556666666666672,True,False,False
0,1,0,27.83,60.2,0.0,0,0.471,0,1.0,0.0,24.69333333333334,True,False,False
3,1,0,31.02,53.7,0.0,0,0.421,4,1.0,0.0,27.463333333333335,True,False,False
6,1,0,34.26,41.7,0.0,0,0.445,3,0.0,0.0,31.036666666666672,True,False,False
9,1,0,30.92,48.0,0.9,1,0.597,0,0.0,0.0,32.06666666666667,True,False,False
12,1,0,26.46,59.8,0.0,0,0.423,1,1.0,1.0,30.546666666666667,True,False,False
15,1,0,21.71,64.0,0.0,0,0.421,0,0.0,0.0,26.363333333333333,True,False,False
18,1,0,20.02,72.7,0.0,0,0.469,0,1.0,1.0,22.730000000000004,True,False,False
21,1,0,22.87,69.7,0.0,0,0.541,1,1.0,1.0,21.533333333333335,True,False,False
0,2,0,28.36,64.6,0.0,0,0.393,2,0.0,1.0,23.75,True,False,False
3,2,0,31.92,46.3,0.0,0,0.444,2,0.0,0.0,27.71666666666667,True,False,False
6,2,0,31.85,43.5,0.0,0,0.377,0,0.0,0.0,30.710000000000004,True,False,False
9,2,0,29.53,55.8,0.0,0,0.375,0,1.0,1.0,31.100000000000005,True,False,False
12,2,0,24.35,62.3,0.0,0,0.441,1,1.0,0.0,28.57666666666667,True,False,False
15,2,0,22.08,73.8,6.51,1,0.517,0,0.0,0.0,25.320000000000004,True,False,False
18,2,0,19.99,77.2,0.0,0,0.575,4,1.0,0.0,22.14,True,False,False
21,2,0,21.93,71.6,0.0,0,0.438,1,0.0,0.0,21.333333333333332,True,False,False
0,3,0,25.43,60.4,1.03,1,0.568,1,0.0,1.0,22.450000000000003,True,False,False
3,3,0,29.01,50.2,0.0,0,0.359,0,0.0,0.0,25.456666666666667,True,False,False
6,3,0,32.81,41.2,0.0,0,0.386,0,1.0,0.0,29.083333333333332,True,False,False
9,3,0,30.45,39.1,0.58,1,0.647,3,1.0,1.0,30.75666666666667,True,False,False
12,3,0,27.65,61.4,0.0,0,0.445,1,0.0,1.0,30.303333333333338,True,False,False
15,3,0,21.89,70.5,0.0,0,0.444,0,0.0,1.0,26.663333333333338,True,False,False
18,3,0,19.8,74.0,1.43,1,0.753,1,1.0,0.0,23.113333333333333,True,False,False
21,3,0,21.58,74.1,1.19,1,0.68,5,0.0,1.0,21.090000000000003,True,False,False
0,4,0,29.5,66.3,0.0,0,0.434,0,0.0,1.0,23.62666666666667,True,False,False
3,4,0,29.56,45.6,0.0,0,0.433,0,1.0,0.0,26.88,True,False,False
6,4,0,32.95,45.7,0.0,0,0.427,7,1.0,0.0,30.67,True,False,False
9,4,0,30.34,43.3,0.0,0,0.399,1,0.0,1.0,30.950000000000003,True,False,False
12,4,0,26.52,57.1,0.0,0,0.423,2,0.0,0.0,29.936666666666667,True,False,False
15,4,0,24.69,70.0,0.62,1,0.6,3,0.0,1.0,27.183333333333334,True,False,False
18,4,0,24.24,72.7,0.0,0,0.549,0,0.0,1.0,25.149999999999995,True,False,False
21,4,0,23.52,69.4,5.17,1,0.688,0,1.0,0.0,24.150000000000002,True,False,False
0,5,1,27.07,62.5,0.0,0,0.415,0,1.0,0.0,24.94333333333333,True,False,False
3,5,1,32.58,54.3,0.0,0,0.442,0,1.0,0.0,27.72333333333333,True,False,False
6,5,1,33.57,44.5,0.0,0,0.314,0,1.0,1.0,31.073333333333334,True,False,False
9,5,1,30.81,46.6,0.0,0,0.489,0,1.0,1.0,32.32,True,False,False
12,5,1,24.2,57.7,3.05,1,0.692,1,1.0,0.0,29.52666666666666,True,False,False
15,5,1,22.09,72.7,3.06,1,0.698,6,0.0,1.0,25.7,True,False,False
18,5,1,23.89,72.1,0.0,0,0.548,4,0.0,0.0,23.39333333333333,True,False,False
21,5,1,23.77,64.4,0.07,1,0.792,5,0.0,0.0,23.25,True,False,False
0,6,1,27.1,53.9,0.01,1,0.556,1,0.0,0.0,24.919999999999998,True,False,False
3,6,1,32.02,43.2,0.0,0,0.41,0,0.0,1.0,27.629999999999995,True,False,False
6,6,1,30.74,50.7,0.08,1,0.656,0,1.0,1.0,29.953333333333333,True,False,False
9,6,1,31.93,51.6,0.0,0,0.359,0,1.0,0.0,31.563333333333333,True,False,False
12,6,1,26.54,64.5,1.12,1,0.555,1,1.0,0.0,29.736666666666665,True,False,False
15,6,1,22.62,85.9,0.0,0,0.444,0,0.0,1.0,27.03,True,False,False
18,6,1,20.7,66.4,0.0,0,0.535,1,1.0,0.0,23.28666666666666,True,False,False
21,6,1,23.01,71.4,0.0,0,0.574,0,0.0,0.0,22.11,True,False,False
0,0,0,25.75,49.7,0.0,0,0.475,1,1.0,1.0,23.153333333333332,True,False,False
3,0,0,31.97,59.2,0.0,0,0.398,0,0.0,1.0,26.909999999999997,True,False,False
6,0,0,32.54,41.5,0.15,1,0.602,1,1.0,0.0,30.086666666666662,True,False,False
9,0,0,32.78,49.4,0.0,0,0.323,6,0.0,0.0,32.43,True,False,False
12,0,0,26.54,65.8,0.24,1,0.632,1,0.0,0.0,30.619999999999994,True,False,False
15,0,0,22.47,73.2,0.0,0,0.383,0,0.0,0.0,27.263333333333332,True,False,False
18,0,0,22.47,70.2,0.29,1,0.746,3,1.0,1.0,23.826666666666664,True,False,False
21,0,0,22.97,75.1,0.44,1,0.741,0,0.0,1.0,22.636666666666667,True,False,False
0,1,0,28.08,54.2,0.0,0,0.388,0,1.0,1.0,24.50666666666666,True,False,False
3,1,0,31.9,59.8,0.0,0,0.319,0,1.0,1.0,27.649999999999995,True,False,False
6,1,0,33.62,44.5,0.0,0,0.341,0,1.0,1.0,31.2,True,False,False
9,1,0,29.58,44.9,0.0,0,0.362,0,1.0,1.0,31.7,True,False,False
12,1,0,27.16,52.2,0.0,0,0.49,1,1.0,0.0,30.119999999999994,True,False,False
15,1,0,24.03,68.8,0.0,0,0.372,0,0.0,0.0,26.923333333333332,True,False,False
18,1,0,20.13,70.7,0.0,0,0.561,2,1.0,0.0,23.77333333333333,True,False,False
21,1,0,23.39,70.2,0.51,1,0.608,5,0.0,0.0,22.516666666666666,True,False,False
